================================================================================
ANÁLISIS LÉXICO - LENGUAJE GO
================================================================================
Archivo analizado: algoritmo3.go
Fecha y hora: 12/11/2025 21:22:16
Usuario: SKEIILAT
================================================================================

TOKENS RECONOCIDOS (428)
--------------------------------------------------------------------------------
Token: LPAREN               | Valor: (                              | Línea:    7 | Columna:    8
Carácter ilegal 'a' en línea 98, columna 29
Carácter ilegal 'r' en línea 98, columna 30
Carácter ilegal '8' en línea 98, columna 32
Carácter ilegal '5' en línea 98, columna 33
Carácter ilegal '5' en línea 98, columna 35
Carácter ilegal '9' en línea 98, columna 38
Carácter ilegal '0' en línea 98, columna 39
Carácter ilegal '0' en línea 98, columna 41
Carácter ilegal '7' en línea 98, columna 44
Carácter ilegal '8' en línea 98, columna 45
Carácter ilegal '5' en línea 98, columna 47
Carácter ilegal '9' en línea 98, columna 50
Carácter ilegal '2' en línea 98, columna 51
Carácter ilegal '0' en línea 98, columna 53
Carácter ilegal 'f' en línea 99, columna 5
Carácter ilegal 'm' en línea 99, columna 6
Carácter ilegal 't' en línea 99, columna 7
Carácter ilegal 'P' en línea 99, columna 9
Carácter ilegal 'r' en línea 99, columna 10
Carácter ilegal 'i' en línea 99, columna 11
Carácter ilegal 'n' en línea 99, columna 12
Carácter ilegal 't' en línea 99, columna 13
Carácter ilegal 'l' en línea 99, columna 14
Carácter ilegal 'n' en línea 99, columna 15
Carácter ilegal '"' en línea 99, columna 17
Carácter ilegal 'P' en línea 99, columna 18
Carácter ilegal 'r' en línea 99, columna 19
Carácter ilegal 'o' en línea 99, columna 20
Carácter ilegal 'm' en línea 99, columna 21
Carácter ilegal 'e' en línea 99, columna 22
Carácter ilegal 'd' en línea 99, columna 23
Carácter ilegal 'i' en línea 99, columna 24
Carácter ilegal 'o' en línea 99, columna 25
Carácter ilegal 'd' en línea 99, columna 27
Carácter ilegal 'e' en línea 99, columna 28
Carácter ilegal 'n' en línea 99, columna 30
Carácter ilegal 'o' en línea 99, columna 31
Carácter ilegal 't' en línea 99, columna 32
Carácter ilegal 'a' en línea 99, columna 33
Carácter ilegal 's' en línea 99, columna 34
Carácter ilegal '"' en línea 99, columna 36
Carácter ilegal 'p' en línea 99, columna 39
Carácter ilegal 'r' en línea 99, columna 40
Carácter ilegal 'o' en línea 99, columna 41
Carácter ilegal 'm' en línea 99, columna 42
Carácter ilegal 'e' en línea 99, columna 43
Carácter ilegal 'd' en línea 99, columna 44
Carácter ilegal 'i' en línea 99, columna 45
Carácter ilegal 'o' en línea 99, columna 46
Carácter ilegal 'N' en línea 99, columna 47
Carácter ilegal 'o' en línea 99, columna 48
Carácter ilegal 't' en línea 99, columna 49
Carácter ilegal 'a' en línea 99, columna 50
Carácter ilegal 's' en línea 99, columna 51
Carácter ilegal 'v' en línea 102, columna 5
Carácter ilegal 'a' en línea 102, columna 6
Carácter ilegal 'l' en línea 102, columna 7
Carácter ilegal 'o' en línea 102, columna 8
Carácter ilegal 'r' en línea 102, columna 9
Carácter ilegal '4' en línea 102, columna 14
Carácter ilegal '2' en línea 102, columna 15
Carácter ilegal 'p' en línea 103, columna 5
Carácter ilegal 'u' en línea 103, columna 6
Carácter ilegal 'n' en línea 103, columna 7
Carácter ilegal 't' en línea 103, columna 8
Carácter ilegal 'e' en línea 103, columna 9
Carácter ilegal 'r' en línea 103, columna 10
Carácter ilegal 'o' en línea 103, columna 11
Carácter ilegal 'v' en línea 103, columna 17
Carácter ilegal 'a' en línea 103, columna 18
Carácter ilegal 'l' en línea 103, columna 19
Carácter ilegal 'o' en línea 103, columna 20
Carácter ilegal 'r' en línea 103, columna 21
Carácter ilegal 'f' en línea 104, columna 5
Carácter ilegal 'm' en línea 104, columna 6
Carácter ilegal 't' en línea 104, columna 7
Carácter ilegal 'P' en línea 104, columna 9
Carácter ilegal 'r' en línea 104, columna 10
Carácter ilegal 'i' en línea 104, columna 11
Carácter ilegal 'n' en línea 104, columna 12
Carácter ilegal 't' en línea 104, columna 13
Carácter ilegal 'l' en línea 104, columna 14
Carácter ilegal 'n' en línea 104, columna 15
Carácter ilegal '"' en línea 104, columna 17
Carácter ilegal 'V' en línea 104, columna 18
Carácter ilegal 'a' en línea 104, columna 19
Carácter ilegal 'l' en línea 104, columna 20
Carácter ilegal 'o' en línea 104, columna 21
Carácter ilegal 'r' en línea 104, columna 22
Carácter ilegal '"' en línea 104, columna 24
Carácter ilegal 'v' en línea 104, columna 27
Carácter ilegal 'a' en línea 104, columna 28
Carácter ilegal 'l' en línea 104, columna 29
Carácter ilegal 'o' en línea 104, columna 30
Carácter ilegal 'r' en línea 104, columna 31
Carácter ilegal 'f' en línea 105, columna 5
Carácter ilegal 'm' en línea 105, columna 6
Carácter ilegal 't' en línea 105, columna 7
Carácter ilegal 'P' en línea 105, columna 9
Carácter ilegal 'r' en línea 105, columna 10
Carácter ilegal 'i' en línea 105, columna 11
Carácter ilegal 'n' en línea 105, columna 12
Carácter ilegal 't' en línea 105, columna 13
Carácter ilegal 'l' en línea 105, columna 14
Carácter ilegal 'n' en línea 105, columna 15
Carácter ilegal '"' en línea 105, columna 17
Carácter ilegal 'D' en línea 105, columna 18
Carácter ilegal 'i' en línea 105, columna 19
Carácter ilegal 'r' en línea 105, columna 20
Carácter ilegal 'e' en línea 105, columna 21
Carácter ilegal 'c' en línea 105, columna 22
Carácter ilegal 'c' en línea 105, columna 23
Carácter ilegal 'i' en línea 105, columna 24
Carácter ilegal 'ó' en línea 105, columna 25
Carácter ilegal 'n' en línea 105, columna 26
Carácter ilegal 'd' en línea 105, columna 28
Carácter ilegal 'e' en línea 105, columna 29
Carácter ilegal 'm' en línea 105, columna 31
Carácter ilegal 'e' en línea 105, columna 32
Carácter ilegal 'm' en línea 105, columna 33
Carácter ilegal 'o' en línea 105, columna 34
Carácter ilegal 'r' en línea 105, columna 35
Carácter ilegal 'i' en línea 105, columna 36
Carácter ilegal 'a' en línea 105, columna 37
Carácter ilegal '"' en línea 105, columna 39
Carácter ilegal 'p' en línea 105, columna 42
Carácter ilegal 'u' en línea 105, columna 43
Carácter ilegal 'n' en línea 105, columna 44
Carácter ilegal 't' en línea 105, columna 45
Carácter ilegal 'e' en línea 105, columna 46
Carácter ilegal 'r' en línea 105, columna 47
Carácter ilegal 'o' en línea 105, columna 48
Carácter ilegal 'f' en línea 106, columna 5
Carácter ilegal 'm' en línea 106, columna 6
Carácter ilegal 't' en línea 106, columna 7
Carácter ilegal 'P' en línea 106, columna 9
Carácter ilegal 'r' en línea 106, columna 10
Carácter ilegal 'i' en línea 106, columna 11
Carácter ilegal 'n' en línea 106, columna 12
Carácter ilegal 't' en línea 106, columna 13
Carácter ilegal 'l' en línea 106, columna 14
Carácter ilegal 'n' en línea 106, columna 15
Carácter ilegal '"' en línea 106, columna 17
Carácter ilegal 'V' en línea 106, columna 18
Carácter ilegal 'a' en línea 106, columna 19
Carácter ilegal 'l' en línea 106, columna 20
Carácter ilegal 'o' en línea 106, columna 21
Carácter ilegal 'r' en línea 106, columna 22
Carácter ilegal 'a' en línea 106, columna 24
Carácter ilegal 't' en línea 106, columna 26
Carácter ilegal 'r' en línea 106, columna 27
Carácter ilegal 'a' en línea 106, columna 28
Carácter ilegal 'v' en línea 106, columna 29
Carácter ilegal 'é' en línea 106, columna 30
Carácter ilegal 's' en línea 106, columna 31
Carácter ilegal 'd' en línea 106, columna 33
Carácter ilegal 'e' en línea 106, columna 34
Carácter ilegal 'l' en línea 106, columna 35
Carácter ilegal 'p' en línea 106, columna 37
Carácter ilegal 'u' en línea 106, columna 38
Carácter ilegal 'n' en línea 106, columna 39
Carácter ilegal 't' en línea 106, columna 40
Carácter ilegal 'e' en línea 106, columna 41
Carácter ilegal 'r' en línea 106, columna 42
Carácter ilegal 'o' en línea 106, columna 43
Carácter ilegal '"' en línea 106, columna 45
Carácter ilegal 'p' en línea 106, columna 49
Carácter ilegal 'u' en línea 106, columna 50
Carácter ilegal 'n' en línea 106, columna 51
Carácter ilegal 't' en línea 106, columna 52
Carácter ilegal 'e' en línea 106, columna 53
Carácter ilegal 'r' en línea 106, columna 54
Carácter ilegal 'o' en línea 106, columna 55
Carácter ilegal 'p' en línea 109, columna 6
Carácter ilegal 'u' en línea 109, columna 7
Carácter ilegal 'n' en línea 109, columna 8
Carácter ilegal 't' en línea 109, columna 9
Carácter ilegal 'e' en línea 109, columna 10
Carácter ilegal 'r' en línea 109, columna 11
Carácter ilegal 'o' en línea 109, columna 12
Carácter ilegal '1' en línea 109, columna 16
Carácter ilegal '0' en línea 109, columna 17
Carácter ilegal '0' en línea 109, columna 18
Carácter ilegal 'f' en línea 110, columna 5
Carácter ilegal 'm' en línea 110, columna 6
Carácter ilegal 't' en línea 110, columna 7
Carácter ilegal 'P' en línea 110, columna 9
Carácter ilegal 'r' en línea 110, columna 10
Carácter ilegal 'i' en línea 110, columna 11
Carácter ilegal 'n' en línea 110, columna 12
Carácter ilegal 't' en línea 110, columna 13
Carácter ilegal 'l' en línea 110, columna 14
Carácter ilegal 'n' en línea 110, columna 15
Carácter ilegal '"' en línea 110, columna 17
Carácter ilegal 'N' en línea 110, columna 18
Carácter ilegal 'u' en línea 110, columna 19
Carácter ilegal 'e' en línea 110, columna 20
Carácter ilegal 'v' en línea 110, columna 21
Carácter ilegal 'o' en línea 110, columna 22
Carácter ilegal 'v' en línea 110, columna 24
Carácter ilegal 'a' en línea 110, columna 25
Carácter ilegal 'l' en línea 110, columna 26
Carácter ilegal 'o' en línea 110, columna 27
Carácter ilegal 'r' en línea 110, columna 28
Carácter ilegal '"' en línea 110, columna 30
Carácter ilegal 'v' en línea 110, columna 33
Carácter ilegal 'a' en línea 110, columna 34
Carácter ilegal 'l' en línea 110, columna 35
Carácter ilegal 'o' en línea 110, columna 36
Carácter ilegal 'r' en línea 110, columna 37
Carácter ilegal 'i' en línea 113, columna 5
Carácter ilegal 'n' en línea 113, columna 6
Carácter ilegal 'c' en línea 113, columna 7
Carácter ilegal 'r' en línea 113, columna 8
Carácter ilegal 'e' en línea 113, columna 9
Carácter ilegal 'm' en línea 113, columna 10
Carácter ilegal 'e' en línea 113, columna 11
Carácter ilegal 'n' en línea 113, columna 12
Carácter ilegal 't' en línea 113, columna 13
Carácter ilegal 'a' en línea 113, columna 14
Carácter ilegal 'r' en línea 113, columna 15
Carácter ilegal 'v' en línea 113, columna 18
Carácter ilegal 'a' en línea 113, columna 19
Carácter ilegal 'l' en línea 113, columna 20
Carácter ilegal 'o' en línea 113, columna 21
Carácter ilegal 'r' en línea 113, columna 22
Carácter ilegal 'f' en línea 114, columna 5
Carácter ilegal 'm' en línea 114, columna 6
Carácter ilegal 't' en línea 114, columna 7
Carácter ilegal 'P' en línea 114, columna 9
Carácter ilegal 'r' en línea 114, columna 10
Carácter ilegal 'i' en línea 114, columna 11
Carácter ilegal 'n' en línea 114, columna 12
Carácter ilegal 't' en línea 114, columna 13
Carácter ilegal 'l' en línea 114, columna 14
Carácter ilegal 'n' en línea 114, columna 15
Carácter ilegal '"' en línea 114, columna 17
Carácter ilegal 'V' en línea 114, columna 18
Carácter ilegal 'a' en línea 114, columna 19
Carácter ilegal 'l' en línea 114, columna 20
Carácter ilegal 'o' en línea 114, columna 21
Carácter ilegal 'r' en línea 114, columna 22
Carácter ilegal 'd' en línea 114, columna 24
Carácter ilegal 'e' en línea 114, columna 25
Carácter ilegal 's' en línea 114, columna 26
Carácter ilegal 'p' en línea 114, columna 27
Carácter ilegal 'u' en línea 114, columna 28
Carácter ilegal 'é' en línea 114, columna 29
Carácter ilegal 's' en línea 114, columna 30
Carácter ilegal 'd' en línea 114, columna 32
Carácter ilegal 'e' en línea 114, columna 33
Carácter ilegal 'i' en línea 114, columna 35
Carácter ilegal 'n' en línea 114, columna 36
Carácter ilegal 'c' en línea 114, columna 37
Carácter ilegal 'r' en línea 114, columna 38
Carácter ilegal 'e' en línea 114, columna 39
Carácter ilegal 'm' en línea 114, columna 40
Carácter ilegal 'e' en línea 114, columna 41
Carácter ilegal 'n' en línea 114, columna 42
Carácter ilegal 't' en línea 114, columna 43
Carácter ilegal 'a' en línea 114, columna 44
Carácter ilegal 'r' en línea 114, columna 45
Carácter ilegal '"' en línea 114, columna 47
Carácter ilegal 'v' en línea 114, columna 50
Carácter ilegal 'a' en línea 114, columna 51
Carácter ilegal 'l' en línea 114, columna 52
Carácter ilegal 'o' en línea 114, columna 53
Carácter ilegal 'r' en línea 114, columna 54
Carácter ilegal 'a' en línea 117, columna 5
Carácter ilegal '1' en línea 117, columna 10
Carácter ilegal '2' en línea 117, columna 11
Carácter ilegal 'b' en línea 118, columna 5
Carácter ilegal '1' en línea 118, columna 10
Carácter ilegal '0' en línea 118, columna 11
Carácter ilegal 'f' en línea 120, columna 5
Carácter ilegal 'm' en línea 120, columna 6
Carácter ilegal 't' en línea 120, columna 7
Carácter ilegal 'P' en línea 120, columna 9
Carácter ilegal 'r' en línea 120, columna 10
Carácter ilegal 'i' en línea 120, columna 11
Carácter ilegal 'n' en línea 120, columna 12
Carácter ilegal 't' en línea 120, columna 13
Carácter ilegal 'l' en línea 120, columna 14
Carácter ilegal 'n' en línea 120, columna 15
Carácter ilegal '"' en línea 120, columna 17
Carácter ilegal 'A' en línea 120, columna 18
Carácter ilegal 'N' en línea 120, columna 19
Carácter ilegal 'D' en línea 120, columna 20
Carácter ilegal 'b' en línea 120, columna 22
Carácter ilegal 'i' en línea 120, columna 23
Carácter ilegal 't' en línea 120, columna 24
Carácter ilegal 'a' en línea 120, columna 26
Carácter ilegal 'b' en línea 120, columna 28
Carácter ilegal 'i' en línea 120, columna 29
Carácter ilegal 't' en línea 120, columna 30
Carácter ilegal '"' en línea 120, columna 32
Carácter ilegal 'a' en línea 120, columna 35
Carácter ilegal 'b' en línea 120, columna 39
Carácter ilegal 'f' en línea 121, columna 5
Carácter ilegal 'm' en línea 121, columna 6
Carácter ilegal 't' en línea 121, columna 7
Carácter ilegal 'P' en línea 121, columna 9
Carácter ilegal 'r' en línea 121, columna 10
Carácter ilegal 'i' en línea 121, columna 11
Carácter ilegal 'n' en línea 121, columna 12
Carácter ilegal 't' en línea 121, columna 13
Carácter ilegal 'l' en línea 121, columna 14
Carácter ilegal 'n' en línea 121, columna 15
Carácter ilegal '"' en línea 121, columna 17
Carácter ilegal 'O' en línea 121, columna 18
Carácter ilegal 'R' en línea 121, columna 19
Carácter ilegal 'b' en línea 121, columna 21
Carácter ilegal 'i' en línea 121, columna 22
Carácter ilegal 't' en línea 121, columna 23
Carácter ilegal 'a' en línea 121, columna 25
Carácter ilegal 'b' en línea 121, columna 27
Carácter ilegal 'i' en línea 121, columna 28
Carácter ilegal 't' en línea 121, columna 29
Carácter ilegal '"' en línea 121, columna 31
Carácter ilegal 'a' en línea 121, columna 34
Carácter ilegal 'b' en línea 121, columna 38
Carácter ilegal 'f' en línea 122, columna 5
Carácter ilegal 'm' en línea 122, columna 6
Carácter ilegal 't' en línea 122, columna 7
Carácter ilegal 'P' en línea 122, columna 9
Carácter ilegal 'r' en línea 122, columna 10
Carácter ilegal 'i' en línea 122, columna 11
Carácter ilegal 'n' en línea 122, columna 12
Carácter ilegal 't' en línea 122, columna 13
Carácter ilegal 'l' en línea 122, columna 14
Carácter ilegal 'n' en línea 122, columna 15
Carácter ilegal '"' en línea 122, columna 17
Carácter ilegal 'X' en línea 122, columna 18
Carácter ilegal 'O' en línea 122, columna 19
Carácter ilegal 'R' en línea 122, columna 20
Carácter ilegal 'b' en línea 122, columna 22
Carácter ilegal 'i' en línea 122, columna 23
Carácter ilegal 't' en línea 122, columna 24
Carácter ilegal 'a' en línea 122, columna 26
Carácter ilegal 'b' en línea 122, columna 28
Carácter ilegal 'i' en línea 122, columna 29
Carácter ilegal 't' en línea 122, columna 30
Carácter ilegal '"' en línea 122, columna 32
Carácter ilegal 'a' en línea 122, columna 35
Carácter ilegal 'b' en línea 122, columna 39
Carácter ilegal 'f' en línea 123, columna 5
Carácter ilegal 'm' en línea 123, columna 6
Carácter ilegal 't' en línea 123, columna 7
Carácter ilegal 'P' en línea 123, columna 9
Carácter ilegal 'r' en línea 123, columna 10
Carácter ilegal 'i' en línea 123, columna 11
Carácter ilegal 'n' en línea 123, columna 12
Carácter ilegal 't' en línea 123, columna 13
Carácter ilegal 'l' en línea 123, columna 14
Carácter ilegal 'n' en línea 123, columna 15
Carácter ilegal '"' en línea 123, columna 17
Carácter ilegal 'D' en línea 123, columna 18
Carácter ilegal 'e' en línea 123, columna 19
Carácter ilegal 's' en línea 123, columna 20
Carácter ilegal 'p' en línea 123, columna 21
Carácter ilegal 'l' en línea 123, columna 22
Carácter ilegal 'a' en línea 123, columna 23
Carácter ilegal 'z' en línea 123, columna 24
Carácter ilegal 'a' en línea 123, columna 25
Carácter ilegal 'm' en línea 123, columna 26
Carácter ilegal 'i' en línea 123, columna 27
Carácter ilegal 'e' en línea 123, columna 28
Carácter ilegal 'n' en línea 123, columna 29
Carácter ilegal 't' en línea 123, columna 30
Carácter ilegal 'o' en línea 123, columna 31
Carácter ilegal 'i' en línea 123, columna 33
Carácter ilegal 'z' en línea 123, columna 34
Carácter ilegal 'q' en línea 123, columna 35
Carácter ilegal '"' en línea 123, columna 37
Carácter ilegal 'a' en línea 123, columna 40
Carácter ilegal '2' en línea 123, columna 45
Carácter ilegal 'f' en línea 124, columna 5
Carácter ilegal 'm' en línea 124, columna 6
Carácter ilegal 't' en línea 124, columna 7
Carácter ilegal 'P' en línea 124, columna 9
Carácter ilegal 'r' en línea 124, columna 10
Carácter ilegal 'i' en línea 124, columna 11
Carácter ilegal 'n' en línea 124, columna 12
Carácter ilegal 't' en línea 124, columna 13
Carácter ilegal 'l' en línea 124, columna 14
Carácter ilegal 'n' en línea 124, columna 15
Carácter ilegal '"' en línea 124, columna 17
Carácter ilegal 'D' en línea 124, columna 18
Carácter ilegal 'e' en línea 124, columna 19
Carácter ilegal 's' en línea 124, columna 20
Carácter ilegal 'p' en línea 124, columna 21
Carácter ilegal 'l' en línea 124, columna 22
Carácter ilegal 'a' en línea 124, columna 23
Carácter ilegal 'z' en línea 124, columna 24
Carácter ilegal 'a' en línea 124, columna 25
Carácter ilegal 'm' en línea 124, columna 26
Carácter ilegal 'i' en línea 124, columna 27
Carácter ilegal 'e' en línea 124, columna 28
Carácter ilegal 'n' en línea 124, columna 29
Carácter ilegal 't' en línea 124, columna 30
Carácter ilegal 'o' en línea 124, columna 31
Carácter ilegal 'd' en línea 124, columna 33
Carácter ilegal 'e' en línea 124, columna 34
Carácter ilegal 'r' en línea 124, columna 35
Carácter ilegal '"' en línea 124, columna 37
Carácter ilegal 'a' en línea 124, columna 40
Carácter ilegal '2' en línea 124, columna 45
Carácter ilegal 'f' en línea 128, columna 1
Carácter ilegal 'u' en línea 128, columna 2
Carácter ilegal 'n' en línea 128, columna 3
Carácter ilegal 'c' en línea 128, columna 4
Carácter ilegal 's' en línea 128, columna 6
Carácter ilegal 'u' en línea 128, columna 7
Carácter ilegal 'm' en línea 128, columna 8
Carácter ilegal 'a' en línea 128, columna 9
Carácter ilegal 'r' en línea 128, columna 10
Carácter ilegal 'a' en línea 128, columna 12
Carácter ilegal 'i' en línea 128, columna 14
Carácter ilegal 'n' en línea 128, columna 15
Carácter ilegal 't' en línea 128, columna 16
Carácter ilegal 'b' en línea 128, columna 19
Carácter ilegal 'i' en línea 128, columna 21
Carácter ilegal 'n' en línea 128, columna 22
Carácter ilegal 't' en línea 128, columna 23
Carácter ilegal 'i' en línea 128, columna 26
Carácter ilegal 'n' en línea 128, columna 27
Carácter ilegal 't' en línea 128, columna 28
Carácter ilegal 'r' en línea 129, columna 5
Carácter ilegal 'e' en línea 129, columna 6
Carácter ilegal 't' en línea 129, columna 7
Carácter ilegal 'u' en línea 129, columna 8
Carácter ilegal 'r' en línea 129, columna 9
Carácter ilegal 'n' en línea 129, columna 10
Carácter ilegal 'a' en línea 129, columna 12
Carácter ilegal 'b' en línea 129, columna 16
Carácter ilegal 'f' en línea 133, columna 1
Carácter ilegal 'u' en línea 133, columna 2
Carácter ilegal 'n' en línea 133, columna 3
Carácter ilegal 'c' en línea 133, columna 4
Carácter ilegal 'd' en línea 133, columna 6
Carácter ilegal 'i' en línea 133, columna 7
Carácter ilegal 'v' en línea 133, columna 8
Carácter ilegal 'i' en línea 133, columna 9
Carácter ilegal 'd' en línea 133, columna 10
Carácter ilegal 'i' en línea 133, columna 11
Carácter ilegal 'r' en línea 133, columna 12
Carácter ilegal 'a' en línea 133, columna 14
Carácter ilegal 'f' en línea 133, columna 16
Carácter ilegal 'l' en línea 133, columna 17
Carácter ilegal 'o' en línea 133, columna 18
Carácter ilegal 'a' en línea 133, columna 19
Carácter ilegal 't' en línea 133, columna 20
Carácter ilegal '6' en línea 133, columna 21
Carácter ilegal '4' en línea 133, columna 22
Carácter ilegal 'b' en línea 133, columna 25
Carácter ilegal 'f' en línea 133, columna 27
Carácter ilegal 'l' en línea 133, columna 28
Carácter ilegal 'o' en línea 133, columna 29
Carácter ilegal 'a' en línea 133, columna 30
Carácter ilegal 't' en línea 133, columna 31
Carácter ilegal '6' en línea 133, columna 32
Carácter ilegal '4' en línea 133, columna 33
Carácter ilegal 'f' en línea 133, columna 37
Carácter ilegal 'l' en línea 133, columna 38
Carácter ilegal 'o' en línea 133, columna 39
Carácter ilegal 'a' en línea 133, columna 40
Carácter ilegal 't' en línea 133, columna 41
Carácter ilegal '6' en línea 133, columna 42
Carácter ilegal '4' en línea 133, columna 43
Carácter ilegal 'e' en línea 133, columna 46
Carácter ilegal 'r' en línea 133, columna 47
Carácter ilegal 'r' en línea 133, columna 48
Carácter ilegal 'o' en línea 133, columna 49
Carácter ilegal 'r' en línea 133, columna 50
Carácter ilegal 'i' en línea 134, columna 5
Carácter ilegal 'f' en línea 134, columna 6
Carácter ilegal 'b' en línea 134, columna 8
Carácter ilegal '0' en línea 134, columna 13
Carácter ilegal '0' en línea 134, columna 15
Carácter ilegal 'r' en línea 135, columna 9
Carácter ilegal 'e' en línea 135, columna 10
Carácter ilegal 't' en línea 135, columna 11
Carácter ilegal 'u' en línea 135, columna 12
Carácter ilegal 'r' en línea 135, columna 13
Carácter ilegal 'n' en línea 135, columna 14
Carácter ilegal '0' en línea 135, columna 16
Carácter ilegal '0' en línea 135, columna 18
Carácter ilegal 'e' en línea 135, columna 21
Carácter ilegal 'r' en línea 135, columna 22
Carácter ilegal 'r' en línea 135, columna 23
Carácter ilegal 'o' en línea 135, columna 24
Carácter ilegal 'r' en línea 135, columna 25
Carácter ilegal 's' en línea 135, columna 26
Carácter ilegal 'N' en línea 135, columna 28
Carácter ilegal 'e' en línea 135, columna 29
Carácter ilegal 'w' en línea 135, columna 30
Carácter ilegal '"' en línea 135, columna 32
Carácter ilegal 'd' en línea 135, columna 33
Carácter ilegal 'i' en línea 135, columna 34
Carácter ilegal 'v' en línea 135, columna 35
Carácter ilegal 'i' en línea 135, columna 36
Carácter ilegal 's' en línea 135, columna 37
Carácter ilegal 'i' en línea 135, columna 38
Carácter ilegal 'ó' en línea 135, columna 39
Carácter ilegal 'n' en línea 135, columna 40
Carácter ilegal 'p' en línea 135, columna 42
Carácter ilegal 'o' en línea 135, columna 43
Carácter ilegal 'r' en línea 135, columna 44
Carácter ilegal 'c' en línea 135, columna 46
Carácter ilegal 'e' en línea 135, columna 47
Carácter ilegal 'r' en línea 135, columna 48
Carácter ilegal 'o' en línea 135, columna 49
Carácter ilegal 'n' en línea 135, columna 51
Carácter ilegal 'o' en línea 135, columna 52
Carácter ilegal 'p' en línea 135, columna 54
Carácter ilegal 'e' en línea 135, columna 55
Carácter ilegal 'r' en línea 135, columna 56
Carácter ilegal 'm' en línea 135, columna 57
Carácter ilegal 'i' en línea 135, columna 58
Carácter ilegal 't' en línea 135, columna 59
Carácter ilegal 'i' en línea 135, columna 60
Carácter ilegal 'd' en línea 135, columna 61
Carácter ilegal 'a' en línea 135, columna 62
Carácter ilegal '"' en línea 135, columna 63
Carácter ilegal 'r' en línea 137, columna 5
Carácter ilegal 'e' en línea 137, columna 6
Carácter ilegal 't' en línea 137, columna 7
Carácter ilegal 'u' en línea 137, columna 8
Carácter ilegal 'r' en línea 137, columna 9
Carácter ilegal 'n' en línea 137, columna 10
Carácter ilegal 'a' en línea 137, columna 12
Carácter ilegal 'b' en línea 137, columna 16
Carácter ilegal 'n' en línea 137, columna 19
Carácter ilegal 'i' en línea 137, columna 20
Carácter ilegal 'l' en línea 137, columna 21
Carácter ilegal 'f' en línea 141, columna 1
Carácter ilegal 'u' en línea 141, columna 2
Carácter ilegal 'n' en línea 141, columna 3
Carácter ilegal 'c' en línea 141, columna 4
Carácter ilegal 'c' en línea 141, columna 6
Carácter ilegal 'a' en línea 141, columna 7
Carácter ilegal 'l' en línea 141, columna 8
Carácter ilegal 'c' en línea 141, columna 9
Carácter ilegal 'u' en línea 141, columna 10
Carácter ilegal 'l' en línea 141, columna 11
Carácter ilegal 'a' en línea 141, columna 12
Carácter ilegal 'r' en línea 141, columna 13
Carácter ilegal 'O' en línea 141, columna 14
Carácter ilegal 'p' en línea 141, columna 15
Carácter ilegal 'e' en línea 141, columna 16
Carácter ilegal 'r' en línea 141, columna 17
Carácter ilegal 'a' en línea 141, columna 18
Carácter ilegal 'c' en línea 141, columna 19
Carácter ilegal 'i' en línea 141, columna 20
Carácter ilegal 'o' en línea 141, columna 21
Carácter ilegal 'n' en línea 141, columna 22
Carácter ilegal 'e' en línea 141, columna 23
Carácter ilegal 's' en línea 141, columna 24
Carácter ilegal 'x' en línea 141, columna 26
Carácter ilegal 'i' en línea 141, columna 28
Carácter ilegal 'n' en línea 141, columna 29
Carácter ilegal 't' en línea 141, columna 30
Carácter ilegal 'y' en línea 141, columna 33
Carácter ilegal 'i' en línea 141, columna 35
Carácter ilegal 'n' en línea 141, columna 36
Carácter ilegal 't' en línea 141, columna 37
Carácter ilegal 's' en línea 141, columna 41
Carácter ilegal 'u' en línea 141, columna 42
Carácter ilegal 'm' en línea 141, columna 43
Carácter ilegal 'a' en línea 141, columna 44
Carácter ilegal 'i' en línea 141, columna 46
Carácter ilegal 'n' en línea 141, columna 47
Carácter ilegal 't' en línea 141, columna 48
Carácter ilegal 'p' en línea 141, columna 51
Carácter ilegal 'r' en línea 141, columna 52
Carácter ilegal 'o' en línea 141, columna 53
Carácter ilegal 'd' en línea 141, columna 54
Carácter ilegal 'u' en línea 141, columna 55
Carácter ilegal 'c' en línea 141, columna 56
Carácter ilegal 't' en línea 141, columna 57
Carácter ilegal 'o' en línea 141, columna 58
Carácter ilegal 'i' en línea 141, columna 60
Carácter ilegal 'n' en línea 141, columna 61
Carácter ilegal 't' en línea 141, columna 62
Carácter ilegal 's' en línea 142, columna 5
Carácter ilegal 'u' en línea 142, columna 6
Carácter ilegal 'm' en línea 142, columna 7
Carácter ilegal 'a' en línea 142, columna 8
Carácter ilegal 'x' en línea 142, columna 12
Carácter ilegal 'y' en línea 142, columna 16
Carácter ilegal 'p' en línea 143, columna 5
Carácter ilegal 'r' en línea 143, columna 6
Carácter ilegal 'o' en línea 143, columna 7
Carácter ilegal 'd' en línea 143, columna 8
Carácter ilegal 'u' en línea 143, columna 9
Carácter ilegal 'c' en línea 143, columna 10
Carácter ilegal 't' en línea 143, columna 11
Carácter ilegal 'o' en línea 143, columna 12
Carácter ilegal 'x' en línea 143, columna 16
Carácter ilegal 'y' en línea 143, columna 20
Carácter ilegal 'r' en línea 144, columna 5
Carácter ilegal 'e' en línea 144, columna 6
Carácter ilegal 't' en línea 144, columna 7
Carácter ilegal 'u' en línea 144, columna 8
Carácter ilegal 'r' en línea 144, columna 9
Carácter ilegal 'n' en línea 144, columna 10
Carácter ilegal 'f' en línea 148, columna 1
